Series ID,Year,Period,Label,Value
CUSR0000SA0,2012,M01,2012 Jan,227.842
CUSR0000SA0,2012,M02,2012 Feb,228.329
CUSR0000SA0,2012,M03,2012 Mar,228.807
CUSR0000SA0,2012,M04,2012 Apr,229.187
CUSR0000SA0,2012,M05,2012 May,228.713
CUSR0000SA0,2012,M06,2012 Jun,228.524
CUSR0000SA0,2012,M07,2012 Jul,228.590
CUSR0000SA0,2012,M08,2012 Aug,229.918
CUSR0000SA0,2012,M09,2012 Sep,231.015
CUSR0000SA0,2012,M10,2012 Oct,231.638
CUSR0000SA0,2012,M11,2012 Nov,231.249
CUSR0000SA0,2012,M12,2012 Dec,231.221
CUSR0000SA0,2013,M01,2013 Jan,231.679
CUSR0000SA0,2013,M02,2013 Feb,232.937
CUSR0000SA0,2013,M03,2013 Mar,232.282
CUSR0000SA0,2013,M04,2013 Apr,231.797
CUSR0000SA0,2013,M05,2013 May,231.893
CUSR0000SA0,2013,M06,2013 Jun,232.445
CUSR0000SA0,2013,M07,2013 Jul,232.900
CUSR0000SA0,2013,M08,2013 Aug,233.456
CUSR0000SA0,2013,M09,2013 Sep,233.544
CUSR0000SA0,2013,M10,2013 Oct,233.669
CUSR0000SA0,2013,M11,2013 Nov,234.100
CUSR0000SA0,2013,M12,2013 Dec,234.719
CUSR0000SA0,2014,M01,2014 Jan,235.288
CUSR0000SA0,2014,M02,2014 Feb,235.547
CUSR0000SA0,2014,M03,2014 Mar,236.028
CUSR0000SA0,2014,M04,2014 Apr,236.468
CUSR0000SA0,2014,M05,2014 May,236.918
CUSR0000SA0,2014,M06,2014 Jun,237.231
CUSR0000SA0,2014,M07,2014 Jul,237.498
CUSR0000SA0,2014,M08,2014 Aug,237.460
CUSR0000SA0,2014,M09,2014 Sep,237.477
CUSR0000SA0,2014,M10,2014 Oct,237.430
CUSR0000SA0,2014,M11,2014 Nov,236.983
CUSR0000SA0,2014,M12,2014 Dec,236.252
CUSR0000SA0,2015,M01,2015 Jan,234.747
CUSR0000SA0,2015,M02,2015 Feb,235.342
CUSR0000SA0,2015,M03,2015 Mar,235.976
CUSR0000SA0,2015,M04,2015 Apr,236.222
CUSR0000SA0,2015,M05,2015 May,237.001
CUSR0000SA0,2015,M06,2015 Jun,237.657
CUSR0000SA0,2015,M07,2015 Jul,238.034
CUSR0000SA0,2015,M08,2015 Aug,238.033
CUSR0000SA0,2015,M09,2015 Sep,237.498
CUSR0000SA0,2015,M10,2015 Oct,237.733
CUSR0000SA0,2015,M11,2015 Nov,238.017
CUSR0000SA0,2015,M12,2015 Dec,237.761
CUSR0000SA0,2016,M01,2016 Jan,237.652
CUSR0000SA0,2016,M02,2016 Feb,237.336
CUSR0000SA0,2016,M03,2016 Mar,238.080
CUSR0000SA0,2016,M04,2016 Apr,238.992
CUSR0000SA0,2016,M05,2016 May,239.557
CUSR0000SA0,2016,M06,2016 Jun,240.222
CUSR0000SA0,2016,M07,2016 Jul,240.101
CUSR0000SA0,2016,M08,2016 Aug,240.545
CUSR0000SA0,2016,M09,2016 Sep,241.176
CUSR0000SA0,2016,M10,2016 Oct,241.741
CUSR0000SA0,2016,M11,2016 Nov,242.026
CUSR0000SA0,2016,M12,2016 Dec,242.637
CUSR0000SA0,2017,M01,2017 Jan,243.618
CUSR0000SA0,2017,M02,2017 Feb,244.006
CUSR0000SA0,2017,M03,2017 Mar,243.892
CUSR0000SA0,2017,M04,2017 Apr,244.193
CUSR0000SA0,2017,M05,2017 May,244.004
CUSR0000SA0,2017,M06,2017 Jun,244.163
CUSR0000SA0,2017,M07,2017 Jul,244.243
CUSR0000SA0,2017,M08,2017 Aug,245.183
CUSR0000SA0,2017,M09,2017 Sep,246.435
CUSR0000SA0,2017,M10,2017 Oct,246.626
CUSR0000SA0,2017,M11,2017 Nov,247.284
CUSR0000SA0,2017,M12,2017 Dec,247.805
CUSR0000SA0,2018,M01,2018 Jan,248.743
CUSR0000SA0,2018,M02,2018 Feb,249.439
CUSR0000SA0,2018,M03,2018 Mar,249.581
CUSR0000SA0,2018,M04,2018 Apr,250.146
CUSR0000SA0,2018,M05,2018 May,250.779
CUSR0000SA0,2018,M06,2018 Jun,251.118
CUSR0000SA0,2018,M07,2018 Jul,251.323
CUSR0000SA0,2018,M08,2018 Aug,251.749
CUSR0000SA0,2018,M09,2018 Sep,252.239
CUSR0000SA0,2018,M10,2018 Oct,252.862
CUSR0000SA0,2018,M11,2018 Nov,252.657
CUSR0000SA0,2018,M12,2018 Dec,252.551
CUSR0000SA0,2019,M01,2019 Jan,252.470
CUSR0000SA0,2019,M02,2019 Feb,253.135
CUSR0000SA0,2019,M03,2019 Mar,254.273
CUSR0000SA0,2019,M04,2019 Apr,255.163
CUSR0000SA0,2019,M05,2019 May,255.325
CUSR0000SA0,2019,M06,2019 Jun,255.361
CUSR0000SA0,2019,M07,2019 Jul,255.900
CUSR0000SA0,2019,M08,2019 Aug,256.179
CUSR0000SA0,2019,M09,2019 Sep,256.596
CUSR0000SA0,2019,M10,2019 Oct,257.305
CUSR0000SA0,2019,M11,2019 Nov,257.788
CUSR0000SA0,2019,M12,2019 Dec,258.263
CUSR0000SA0,2020,M01,2020 Jan,258.682
CUSR0000SA0,2020,M02,2020 Feb,259.007
CUSR0000SA0,2020,M03,2020 Mar,258.165
CUSR0000SA0,2020,M04,2020 Apr,256.094
CUSR0000SA0,2020,M05,2020 May,255.944
CUSR0000SA0,2020,M06,2020 Jun,257.217
CUSR0000SA0,2020,M07,2020 Jul,258.543
CUSR0000SA0,2020,M08,2020 Aug,259.580
CUSR0000SA0,2020,M09,2020 Sep,260.190
CUSR0000SA0,2020,M10,2020 Oct,260.352
CUSR0000SA0,2020,M11,2020 Nov,260.721
CUSR0000SA0,2020,M12,2020 Dec,261.564
CUSR0000SA0,2021,M01,2021 Jan,262.200
CUSR0000SA0,2021,M02,2021 Feb,263.346
